Image_Path,Ground_Truth,Inference,Position,Compression_Level,Movie_Name
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_bottom_start_1120_672.png,76.79461,69.61975,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_top_start_1344_0.png,74.89078,80.101906,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_1344_224.png,76.19035,102.16914,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_1344_448.png,79.551125,100.2828,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_bottom_start_1344_672.png,78.91468,91.034164,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_right_top_start_1568_0.png,68.26501,79.54147,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_right__start_1568_224.png,78.63604,86.424255,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_right__start_1568_448.png,84.77448,21.988064,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_right_bottom_start_1568_672.png,77.12948,63.940872,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_top_start_224_0.png,85.00144,90.78764,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_224_224.png,79.24303,78.08889,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_224_448.png,86.42919,7.7973084,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_bottom_start_224_672.png,83.02971,111.827805,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_top_start_448_0.png,78.75899,93.265236,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_448_224.png,80.88106,52.97483,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_448_448.png,81.1231,8.717791,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_bottom_start_448_672.png,77.38043,99.04276,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_top_start_672_0.png,84.75397,78.823784,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_672_224.png,78.9973,71.84926,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_672_448.png,82.383934,79.56636,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_bottom_start_672_672.png,78.464745,68.36162,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_top_start_896_0.png,75.7678,87.05846,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000__start_896_224.png,91.090996,69.32598,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_center__start_896_448.png,77.68674,38.321163,Center,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_5_compressed_23_agent-cody-banks.mp4_frame1000_bottom_start_896_672.png,78.89764,79.44412,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_left_top_start_0_0.png,80.3205,96.70041,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_left__start_0_224.png,79.92397,99.535545,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_left__start_0_448.png,79.75143,108.04787,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_left_bottom_start_0_672.png,80.101364,107.448654,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_top_start_1120_0.png,84.963615,58.52752,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_1120_224.png,80.35002,14.849947,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_1120_448.png,84.81522,73.59311,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_bottom_start_1120_672.png,87.3292,88.91961,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_top_start_1344_0.png,81.57142,76.004524,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_1344_224.png,89.43852,81.459656,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_1344_448.png,90.80866,42.068924,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_bottom_start_1344_672.png,91.4207,72.1055,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_right_top_start_1568_0.png,83.362236,77.653946,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_right__start_1568_224.png,84.5207,92.828705,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_right__start_1568_448.png,87.478615,75.63605,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_right_bottom_start_1568_672.png,89.401764,116.32382,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_top_start_224_0.png,77.730446,66.54884,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_224_224.png,77.38482,70.001236,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_224_448.png,78.07004,86.70618,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_bottom_start_224_672.png,81.7378,89.67344,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_top_start_448_0.png,79.84584,92.25286,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_448_224.png,83.75304,73.257256,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_448_448.png,83.16035,21.066704,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_bottom_start_448_672.png,86.097046,83.71281,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_top_start_672_0.png,82.32089,56.5169,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_672_224.png,82.52805,41.437614,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_672_448.png,81.85339,77.44307,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_bottom_start_672_672.png,87.77654,72.6541,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_top_start_896_0.png,86.189125,71.12256,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250__start_896_224.png,85.1534,51.452896,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_center__start_896_448.png,83.86709,11.795311,Center,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_6_compressed_23_agent-cody-banks.mp4_frame1250_bottom_start_896_672.png,88.869194,103.67142,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_left_top_start_0_0.png,87.07328,87.56293,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_left__start_0_224.png,88.44002,96.70476,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_left__start_0_448.png,87.20916,90.54091,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_left_bottom_start_0_672.png,87.780685,99.70672,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_top_start_1120_0.png,71.35604,90.5672,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_1120_224.png,76.73548,103.83684,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_1120_448.png,76.85593,105.42497,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_bottom_start_1120_672.png,75.77394,102.529,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_top_start_1344_0.png,70.77382,85.675735,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_1344_224.png,77.3683,106.39723,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_1344_448.png,78.52087,108.894455,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_bottom_start_1344_672.png,77.17307,101.70275,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_right_top_start_1568_0.png,69.26716,77.845726,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_right__start_1568_224.png,71.337135,91.2847,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_right__start_1568_448.png,71.45417,106.787735,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_right_bottom_start_1568_672.png,75.7067,98.62597,Corner,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_top_start_224_0.png,82.424034,74.64903,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_224_224.png,71.90899,96.563896,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_224_448.png,82.05464,84.56886,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_bottom_start_224_672.png,82.742485,85.826126,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_top_start_448_0.png,80.240295,78.30713,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_448_224.png,73.93998,44.36541,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_448_448.png,81.42821,77.10219,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_bottom_start_448_672.png,80.59242,55.32243,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_top_start_672_0.png,84.14759,43.89376,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_672_224.png,80.759995,62.590622,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500__start_672_448.png,76.52396,66.330185,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_bottom_start_672_672.png,78.51518,75.0101,Edge,23,agent-cody-banks.mp4
/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_TEST_comp_crop_png/TEST_7_compressed_23_agent-cody-banks.mp4_frame1500_top_start_896_0.png,81.69365,93.290764,Edge,23,agent-cody-banks.mp4
